Name,Index,Level,Type,Max_Health,Attack,Defense,Speed,Moves,Evolved_Form,Evolution_Level,Evolution_Item,Abilities,Held_Item,Region,Sub_Region,Mana_Cost,Rarity,Price,Description,Class,Class_Type,Type2
Sunflora,192,1,Grass,75,75,55,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Yanma,193,1,Bug,65,65,45,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Flying
Wooper,194,1,Water,55,45,45,15,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Ground
Quagsire,195,1,Water,95,85,85,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Ground
Espeon,196,1,Psychic,65,65,60,110,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Umbreon,197,1,Dark,95,65,110,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Murkrow,198,1,Dark,60,85,42,91,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Flying
Slowking,199,1,Water,95,75,80,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Misdreavus,200,1,Ghost,60,60,60,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Unown,201,1,Psychic,48,72,48,48,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Wobbuffet,202,1,Psychic,190,33,58,33,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Girafarig,203,1,Normal,70,80,65,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Pineco,204,1,Bug,50,65,90,15,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Forretress,205,1,Bug,75,90,140,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Steel
Dunsparce,206,1,Normal,100,70,70,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Gligar,207,1,Ground,65,75,105,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Flying
Steelix,208,1,Steel,75,85,200,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Ground
Snubbull,209,1,Fairy,60,80,50,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Granbull,210,1,Fairy,90,120,75,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Qwilfish,211,1,Water,65,95,75,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Poison
Scizor,212,1,Bug,70,130,100,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Steel
Shuckle,213,1,Bug,20,10,230,5,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Rock
Heracross,214,1,Bug,80,125,75,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Fighting
Sneasel,215,1,Dark,55,95,55,115,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Ice
Teddiursa,216,1,Normal,60,80,50,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Ursaring,217,1,Normal,90,130,75,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Slugma,218,1,Fire,40,40,40,20,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Magcargo,219,1,Fire,50,50,120,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Rock
Swinub,220,1,Ice,50,50,40,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Ground
Piloswine,221,1,Ice,100,100,80,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Ground
Corsola,222,1,Water,55,55,85,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Rock
Remoraid,223,1,Water,35,65,35,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Octillery,224,1,Water,75,105,75,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Delibird,225,1,Ice,45,55,45,75,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Flying
Mantine,226,1,Water,65,40,70,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Flying
Skarmory,227,1,Steel,65,80,140,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Flying
Houndour,228,1,Dark,45,60,30,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Fire
Houndoom,229,1,Dark,75,90,50,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Fire
Kingdra,230,1,Water,75,95,95,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Dragon
Phanpy,231,1,Ground,90,60,60,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Donphan,232,1,Ground,90,120,120,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Porygon2,233,1,Normal,85,80,90,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Stantler,234,1,Normal,73,95,62,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Smeargle,235,1,Normal,55,20,35,75,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Tyrogue,236,1,Fighting,35,35,35,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Hitmontop,237,1,Fighting,50,95,95,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Smoochum,238,1,Ice,45,30,15,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Psychic
Elekid,239,1,Electric,45,63,37,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Magby,240,1,Fire,45,75,37,83,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Miltank,241,1,Normal,95,80,105,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Blissey,242,1,Normal,255,10,10,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Raikou,243,1,Electric,90,85,75,115,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Entei,244,1,Fire,115,115,85,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Suicune,245,1,Water,100,75,115,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,
Larvitar,246,1,Rock,50,64,50,41,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Ground
Pupitar,247,1,Rock,70,84,70,51,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Ground
Tyranitar,248,1,Rock,100,134,110,61,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Dark
Lugia,249,1,Psychic,106,90,130,110,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Flying
Ho-oh,250,1,Fire,106,130,90,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Flying
Celebi,251,1,Psychic,100,100,100,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Johto,Cherrygrove City,50,10,100,A pet monster,Monster,Pokemon,Grass
Treecko,252,1,Grass,40,45,35,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Grovyle,253,1,Grass,50,65,45,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Sceptile,254,1,Grass,70,85,65,120,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Torchic,255,1,Fire,45,60,40,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Combusken,256,1,Fire,60,85,60,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Fighting
Blaziken,257,1,Fire,80,120,70,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Fighting
Mudkip,258,1,Water,50,70,50,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Marshtomp,259,1,Water,70,85,70,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Ground
Swampert,260,1,Water,100,110,90,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Ground
Poochyena,261,1,Dark,35,55,35,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Mightyena,262,1,Dark,70,90,70,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Zigzagoon,263,1,Normal,38,30,41,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Linoone,264,1,Normal,78,70,61,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Wurmple,265,1,Bug,45,45,35,20,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Silcoon,266,1,Bug,50,35,55,15,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Beautifly,267,1,Bug,60,70,50,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Cascoon,268,1,Bug,50,35,55,15,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Dustox,269,1,Bug,60,50,70,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Poison
Lotad,270,1,Water,40,30,30,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Grass
Lombre,271,1,Water,60,50,50,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Grass
Ludicolo,272,1,Water,80,70,70,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Grass
Seedot,273,1,Grass,40,40,50,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Nuzleaf,274,1,Grass,70,70,40,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Dark
Shiftry,275,1,Grass,90,100,60,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Dark
Taillow,276,1,Normal,40,55,30,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Swellow,277,1,Normal,60,85,60,125,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Wingull,278,1,Water,40,30,30,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Pelipper,279,1,Water,60,50,100,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Ralts,280,1,Psychic,28,25,25,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Fairy
Kirlia,281,1,Psychic,38,35,35,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Fairy
Gardevoir,282,1,Psychic,68,65,65,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Fairy
Surskit,283,1,Bug,40,30,32,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Water
Masquerain,284,1,Bug,70,60,62,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Flying
Shroomish,285,1,Grass,60,40,60,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Breloom,286,1,Grass,60,130,80,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Fighting
Slakoth,287,1,Normal,60,60,60,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Vigoroth,288,1,Normal,80,80,80,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Slaking,289,1,Normal,150,160,100,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,
Nincada,290,1,Bug,31,45,90,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Hoenn,Fortree City,50,10,100,A pet monster,Monster,Pokemon,Ground
